Grand Theft Auto V,12,Solomon Islands,18
floral painting,6,Trinidad and Tobago,19
demons,3,Lesotho,13
Hair Conditioner,12,Brunei Darussalam,14
Jurassic Park,1,Italy,9
Tennis Racket,10,Madagascar,15
piano,2,Saint Martin,36
Pet Gates,1,Hungary,18
Markers,6,Afghanistan,14
Backpack,4,Mali,4
tomato seeds,3,Falkland Islands (Malvinas),12
vanilla candle,1,Ghana,13
cello,5,Guyana,2
Blush,5,British Virgin Islands,19
flute,9,New Caledonia,2
The Hobbit,12,Nepal,8
fish oil,2,Luxembourg,3
Multi-tool,12,Serbia,17
blue plush throw pillow,11,Qatar,18
into the ocean,9,Portugal,19
microwave,3,Uganda,15
Counter-Strike: Global Offensive,6,Bahrain,14
Tennis Racket,4,Italy,19
Pet Backpack,11,Wallis and Futuna,1
Avatar,8,Montserrat,5
Golf Glove,9,Andorra,2
Baseball Bat,10,American Samoa,2
microwave,10,Tanzania,11
Tissot Le Locle,6,Korea,17
DOOM Eternal,1,Northern Mariana Islands,4
Volleyball,6,Djibouti,3
Pet Brush,11,Tanzania,12
Blade Runner 2049,11,Israel,20
modern sculpture,2,Libyan Arab Jamahiriya,15
Audemars Piguet Royal Oak,9,Cambodia,7
Save Willy,9,Saint Pierre and Miquelon,13
Rolex Submariner,1,New Caledonia,16
Rubber Bands,7,Bouvet Island (Bouvetoya),19
drums,7,Honduras,17
Portable Charger,10,Reunion,18
tomato seeds,5,Ecuador,16
DOOM Eternal,12,Kyrgyz Republic,13
Save Willy,1,Finland,3
oven,1,Israel,28
Pencils,7,Mozambique,16
The Lord of the Rings,12,Austria,14
Bug Spray,7,Bhutan,12
dishwasher,6,Andorra,19
Jaeger-LeCoultre Reverso,2,Nicaragua,2
toaster,6,Cambodia,7
Golf Tees,12,Ghana,12
Sunscreen,1,Gabon,20
Notebooks,2,Korea,3
Jurassic Park,6,Saudi Arabia,14
scenic painting,3,Hong Kong,4
Golf Clubs,9,Niue,12
Eraser,8,Ireland,13
Golf Balls,5,Central African Republic,15
dishwasher,7,Fiji,14
Rolex Submariner,7,Sierra Leone,19
Cartier Tank,1,Fiji,17
Binders,3,Bermuda,19
Cooler,11,Ukraine,20
guitar,10,Svalbard & Jan Mayen Islands,17
guitar,2,French Polynesia,16
Call of Duty: Modern Warfare II,3,Guyana,5
Save Willy,9,Estonia,4
1984,3,Timor-Leste,11
Baseball Bat,4,Zimbabwe,17
tomato seeds,10,Austria,17
Pet Bed,2,Iceland,15
flute,1,Palestinian Territory,19
The Matrix,6,Falkland Islands (Malvinas),18
Binoculars,5,Bhutan,4
conga,2,American Samoa,8
The Great Gatsby,7,Mauritania,13
Inception,8,Trinidad and Tobago,20
soil,9,Moldova,20
drums,7,France,14
Save Willy,11,Suriname,15
Pride and Prejudice,8,Barbados,13
red plush throw pillow,8,Martinique,5
Mad Max: Fury Road,8,Trinidad and Tobago,7
The Catcher in the Rye,5,Tanzania,5
Map and Compass,1,Oman,4
Android,4,Bosnia and Herzegovina,2
refrigerator,10,Iraq,20
Soccer Ball,3,Cocos (Keeling) Islands,7
Cat Litter,10,Gabon,2
advil,3,Saint Kitts and Nevis,8
The Catcher in the Rye,2,Philippines,18
Concealer,4,United Arab Emirates,16
intense poetry,7,Korea,18
Water Bottle,2,Sweden,16
Golf Tees,3,Haiti,8
floral painting,11,Oman,1
Shrek,6,Taiwan,6
Camping Chairs,6,Croatia,13
Moby-Dick,1,Paraguay,18
Patek Philippe Nautilus,1,Kyrgyz Republic,16
Map and Compass,5,Denmark,12
Eraser,2,Gibraltar,3
Golf Glove,5,Kenya,15
dishwasher,7,Wallis and Futuna,8
Cat Litter,12,North Macedonia,5
demons,1,Romania,9
Golf Bag,12,Liberia,11
macOS Ventura,2,Georgia,7
dishwasher,10,Czech Republic,3
The other woman,8,Belgium,3
Eyeshadow,6,Cook Islands,19
Golf Tees,3,Greece,10
modern sculpture,8,Papua New Guinea,16
motrin,8,Afghanistan,4
Paper,1,Barbados,1
microwave,12,Tanzania,20
Staples,10,Saint Kitts and Nevis,12
Golf Bag,5,Mali,1
animal painting,7,Togo,1
Pride and Prejudice,12,Costa Rica,10
Apex Legends,8,South Africa,3
intense poetry,7,Comoros,1
Audemars Piguet Royal Oak,7,Ireland,9
citrus candle,9,Sao Tome and Principe,12
The Hobbit,4,San Marino,19
To Kill a Mockingbird,6,Armenia,13
refrigerator,7,Heard Island and McDonald Islands,18
blue fuzzy blanket,12,Serbia,3
Campfire Grill,4,Anguilla,15
animal painting,6,North Macedonia,3
motrin,11,Ghana,12
Stapler,12,Kuwait,9
Crime and Punishment,7,Qatar,12
Tennis Racket,1,France,8
toe fungus cream,10,Nicaragua,9
conga,4,Rwanda,1
Adobe Photoshop,10,Brazil,7
drums,3,Solomon Islands,1
floral painting,10,Nigeria,12
Sleeping Pad,7,Chad,16
Markers,11,Iceland,7
Tennis Racket,9,Zambia,19
Volleyball,3,Kazakhstan,10
Volleyball,6,Netherlands,12
piano,8,Tokelau,18
romantic poetry,10,Solomon Islands,19
Camping Chairs,12,Myanmar,5
microwave,4,Montenegro,5
Blade Runner 2049,7,Svalbard & Jan Mayen Islands,17
Foundation,10,Botswana,1
Rolex Submariner,12,Benin,12
Moby-Dick,11,Western Sahara,16
Longines Master Collection,11,Ireland,6
Tennis Racket,12,Timor-Leste,12
Basketball,2,Chile,1
The other woman,4,Cayman Islands,17
Golf Tees,6,Uzbekistan,10
microwave,11,Turkey,15
Camping Chairs,5,Cook Islands,9
Cat Litter,3,Kenya,16
Fedora,12,Malawi,7
floral painting,7,Slovakia (Slovak Republic),16
Grand Theft Auto V,5,Moldova,13
The Great Gatsby,11,Albania,4
The Great Gatsby,9,Kiribati,7
Baseball Bat,7,Poland,12
advil,1,Botswana,3
Tag Heuer Carrera,2,Brazil,1
conga,9,Bulgaria,19
refrigerator,11,Martinique,6
To Kill a Mockingbird,9,Togo,3
Overwatch 2,4,Christmas Island,1
Call of Duty: Modern Warfare II,12,Cambodia,5
iOS,6,Thailand,17
drums,11,Tajikistan,14
Mad Max: Fury Road,4,Brunei Darussalam,19
Inception,6,Tunisia,7
Shampoo,10,Cook Islands,17
microwave,9,Australia,4
Golf Bag,2,Barbados,20
Shrek,11,Greenland,1
cello,12,Oman,12
Portable Charger,5,Ukraine,12
Crime and Punishment,2,Kyrgyz Republic,16
Windows 11,6,China,18
Water Bottle,2,Faroe Islands,12
Moby-Dick,8,French Polynesia,11
Shrek,2,Saint Lucia,13
Toner,8,Rwanda,15
Omega Seamaster,2,Malaysia,20
into the ocean,10,Estonia,12
Collar,10,Uganda,17
The Great Gatsby,7,Vietnam,14
Moisturizer,4,Puerto Rico,2
Soccer Ball,9,Falkland Islands (Malvinas),1
Red Dead Redemption 2,5,Nicaragua,14
Shampoo,6,Norway,9
Longines Master Collection,6,Egypt,15
Binders,8,Georgia,8
advil,9,Bulgaria,1
refrigerator,4,Egypt,13
Mascara,4,Tonga,2
Baseball Glove,10,South Georgia and the South Sandwich Islands,6
Android,1,Bouvet Island (Bouvetoya),14
Cooler,1,Pakistan,7
microwave,7,Saint Pierre and Miquelon,14
Fire Starter,6,United Kingdom,17
Avatar,3,France,13
The Lord of the Rings: The Fellowship of the Ring,10,Brazil,9
intense poetry,2,Grenada,10
Pet Shampoo,11,Grenada,3
flute,12,Brunei Darussalam,5
Moby-Dick,5,Costa Rica,13
toe fungus cream,11,Honduras,2
Save Willy,8,Montenegro,8
Horizon Forbidden West,11,Bahamas,9
iOS,6,Cyprus,2
Face Mask,1,Congo,13
Audemars Piguet Royal Oak,11,Wallis and Futuna,14
Baseball Bat,10,Burundi,1
Android,8,Uzbekistan,13
vanilla candle,3,Bermuda,10
Volleyball,9,Maldives,17
Baseball Glove,8,Venezuela,25
strawberry seeds,6,Norfolk Island,8
Tennis Racket,11,Wallis and Futuna,19
Cat Litter,12,Philippines,20
citrus candle,2,South Africa,16
feminine products,9,Togo,9
IWC Pilot�s Watch,7,Niue,6
Leash,5,Mongolia,4
To Kill a Mockingbird,2,Singapore,18
Fire Starter,4,Botswana,15
IWC Pilot�s Watch,10,Bahrain,3
Jurassic Park,7,Suriname,4
Horizon Forbidden West,11,Holy See (Vatican City State),20
Horizon Forbidden West,4,Hong Kong,17
Volleyball,10,Belgium,10
guitar,8,Croatia,5
vanilla candle,9,Belarus,17
Baseball Bat,9,Saint Kitts and Nevis,9
Grooming Brush,6,Equatorial Guinea,16
Cartier Tank,3,Latvia,10
DOOM Eternal,11,Aruba,7
vanilla candle,4,Togo,14
Apex Legends,9,Martinique,5
Longines Master Collection,2,Ukraine,5
Rubber Bands,9,Saint Lucia,5
advil,2,Ghana,6
Assassin's Creed Valhalla,4,Georgia,2
sad poetry,11,Marshall Islands,4
Rubber Bands,12,Andorra,1
drums,9,Indonesia,16
advil,8,Sudan,17
soil,4,Gibraltar,15
iOS,3,Trinidad and Tobago,12
Cartier Tank,2,Malaysia,7
Baseball Glove,12,Afghanistan,3
toe fungus cream,8,Guernsey,3
Volleyball,5,Congo,11
Shrek,4,Colombia,2
Red Dead Redemption 2,10,Barbados,8
Call of Duty: Modern Warfare II,5,Sierra Leone,5
flute,12,Svalbard & Jan Mayen Islands,10
macOS Ventura,5,Tokelau,17
Fire Starter,11,Switzerland,13
Golf Tees,3,Bulgaria,12
intense poetry,8,Burkina Faso,8
cello,1,Finland,10
Fishing Rod,2,Gibraltar,14
piano,1,Antarctica (the territory South of 60 deg S),9
Volleyball,12,New Caledonia,1
motrin,7,Greece,9
Avatar,1,Guernsey,20
The Legend of Zelda: Breath of the Wild,5,Norfolk Island,7
conga,4,Nicaragua,1
Pet Backpack,6,Saint Kitts and Nevis,13
Golf Tees,10,South Georgia and the South Sandwich Islands,14
Windows 11,2,Ecuador,6
Scratching Post,6,Poland,16
fish oil,11,Afghanistan,19
toe fungus cream,2,Iran,6
Star Wars: Episode IV - A New Hope,8,Ecuador,6
dishwasher,11,Cote d'Ivoire,10
Omega Seamaster,4,Myanmar,2
fish oil,8,Sweden,18
advil,3,Cayman Islands,5
motrin,6,United States Minor Outlying Islands,11
guitar,10,Peru,18
Pride and Prejudice,8,Saint Helena,9
magnesium,6,Bhutan,20
blue plush throw pillow,5,Saint Helena,16
Camping Chairs,5,Mali,15
Omega Speedmaster Professional,12,Morocco,1
Save Willy,8,Liberia,7
refrigerator,5,Syrian Arab Republic,16
flute,12,Brazil,1
The Catcher in the Rye,10,Puerto Rico,20
1984,6,Burundi,10
Water Bowl,3,Spain,20
Folders,9,Kenya,3
Call of Duty: Modern Warfare II,5,Congo,12
Flashlight,3,Tanzania,12
Mad Max: Fury Road,3,United States Virgin Islands,13
The other woman,11,Philippines,20
Pet Gates,4,Yemen,4
The Hobbit,7,Mayotte,15
Moby-Dick,7,Angola,5
Basketball,2,Senegal,10
Golf Tees,11,Sierra Leone,13
Fishing Tackle,8,Kiribati,15
Bug Spray,3,Eritrea,4
Shrek,9,Lebanon,11
piano,10,Tokelau,17
Mad Max: Fury Road,4,Singapore,11
Basketball,5,Lao People's Democratic Republic,17
Volleyball,6,Western Sahara,11
Pet Clothes,7,Spain,10
Tag Heuer Carrera,2,Kyrgyz Republic,18
Pet Shampoo,10,Cameroon,11
The other woman,7,Montenegro,17
Concealer,11,Dominican Republic,12
piano,3,Sudan,4
conga,7,Georgia,9
Water Bottle,3,Netherlands,13
Grand Theft Auto V,7,Pakistan,18
Rubber Bands,6,Aruba,14
dishwasher,3,Russian Federation,2
Assassin's Creed Valhalla,9,Aruba,8
Pencils,1,Gibraltar,18
motrin,2,Uganda,7
Body Lotion,4,Andorra,8
War and Peace,12,Saint Barthelemy,12
Soccer Ball,8,Gibraltar,11
To Kill a Mockingbird,8,Guadeloupe,15
Golf Clubs,5,Jordan,20
The Lord of the Rings,12,United States Virgin Islands,16
Patek Philippe Nautilus,1,Indonesia,17
Eyeshadow,1,Barbados,14
into the ocean,5,Bouvet Island (Bouvetoya),10
animal painting,3,Christmas Island,7
big ben,8,Holy See (Vatican City State),3
Counter-Strike: Global Offensive,9,Kyrgyz Republic,4
Paper,2,North Macedonia,13
Jaeger-LeCoultre Reverso,3,Haiti,4
Blade Runner 2049,4,Malaysia,19
Baseball Glove,11,French Southern Territories,9
conga,9,Mexico,3
Audemars Piguet Royal Oak,2,Korea,2
War and Peace,3,Uruguay,15
Baseball Bat,2,Guinea-Bissau,14
Soccer Ball,4,United Arab Emirates,18
Concealer,11,Mali,9
The Dark Knight,3,Qatar,14
Jurassic Park,7,Gabon,4
demons,12,Peru,15
oven,5,Mali,4
The Hobbit,11,Micronesia,3
piano,10,New Zealand,12
oven,7,Lao People's Democratic Republic,17
magnesium,6,Zimbabwe,12
romantic poetry,4,Gambia,17
Pride and Prejudice,8,Isle of Man,19
The Matrix,6,Kuwait,18
Fedora,11,Guatemala,9
toe fungus cream,12,Ethiopia,6
Battlefield 2042,6,Comoros,8
Map and Compass,1,Kiribati,19
advil,12,Hong Kong,4
Jaeger-LeCoultre Reverso,1,Ethiopia,9
Star Wars: Episode IV - A New Hope,1,British Indian Ocean Territory (Chagos Archipelago),18
Golf Bag,3,Mexico,2
Audemars Piguet Royal Oak,3,Guinea,10
motrin,10,Jersey,19
Star Wars: Episode IV - A New Hope,7,Afghanistan,12
Save Willy,11,Mauritania,19
Exfoliator,10,Palau,18
Audemars Piguet Royal Oak,5,Antigua and Barbuda,5
conga,12,Estonia,21
Shrek,1,Sierra Leone,12
Tennis Racket,9,Denmark,9
Hiking Boots,7,Lebanon,19
Golf Glove,1,Botswana,8
Star Wars: Episode IV - A New Hope,9,Mauritania,2
Omega Speedmaster Professional,5,Djibouti,1
Golf Balls,11,Seychelles,4
feminine products,10,Timor-Leste,3
Pens,9,Christmas Island,1
Fishing Tackle,3,Ukraine,20
Rubber Bands,4,Switzerland,18
Volleyball,8,Poland,20
1984,1,Indonesia,16
Pens,6,Saint Kitts and Nevis,9
intense poetry,6,Namibia,8
Tag Heuer Carrera,7,Israel,20
Assassin's Creed Valhalla,9,Saint Martin,6
Litter Box,3,Malaysia,3
shovel,6,Guinea,7
Tennis Racket,1,Liberia,4
Toner,6,Armenia,5
into the ocean,6,Pitcairn Islands,16
animal painting,3,Denmark,5
oven,7,Bolivia,17
Blade Runner 2049,6,Togo,11
Pride and Prejudice,3,Bhutan,3
toe fungus cream,9,Japan,19
Cartier Tank,11,Tonga,19
Crime and Punishment,1,Tuvalu,12
fish oil,6,Chad,15
Fishing Rod,7,Greece,14
Spider-Man (PS4),6,Russian Federation,17
Foundation,7,Sweden,3
Crime and Punishment,5,Taiwan,7
shovel,1,Cook Islands,13
Food Bowl,7,Heard Island and McDonald Islands,14
romantic poetry,5,Yemen,1
Golf Tees,8,Sao Tome and Principe,15
Baseball Glove,9,Mexico,11
Ubuntu,3,Greenland,14
conga,7,Tanzania,20
Pet Food,3,Ecuador,2
magnesium,4,Pakistan,13
demons,8,Saint Lucia,7
toe fungus cream,4,Romania,6
Pride and Prejudice,9,Comoros,8
refrigerator,12,Tokelau,1
conga,10,Norway,14
Star Wars: Episode IV - A New Hope,6,Puerto Rico,11
Golf Bag,8,Croatia,18
Camping Tent,8,Netherlands Antilles,13
Tennis Racket,12,Faroe Islands,14
oven,3,Ghana,20
advil,1,Madagascar,2
Backpack,2,Georgia,17
DOOM Eternal,9,French Southern Territories,19
Baseball Bat,2,Montenegro,3
feminine products,2,Holy See (Vatican City State),4
1984,7,Cocos (Keeling) Islands,10
guitar,4,Tokelau,17
The Lord of the Rings: The Fellowship of the Ring,9,Solomon Islands,16
The Lord of the Rings: The Fellowship of the Ring,7,Lesotho,18
Adobe Photoshop,11,Saint Helena,6
blue plush throw pillow,2,Cape Verde,12
Avatar,9,Mauritius,4
Star Wars: Episode IV - A New Hope,9,Albania,8
Windows 11,4,Nicaragua,1
guitar,6,British Virgin Islands,6
fish oil,10,Guyana,7
modern sculpture,3,India,4
Baseball Glove,1,Romania,1
The other woman,5,Paraguay,8
Golf Clubs,5,Nicaragua,19
Ubuntu,1,South Georgia and the South Sandwich Islands,5
feminine products,4,Gambia,17
Inception,2,El Salvador,21
Volleyball,8,Guam,17
tomato seeds,7,Germany,20
Paper Clips,4,Netherlands Antilles,7
Golf Bag,5,Nicaragua,14
conga,5,Ethiopia,9
Pet Brush,3,Faroe Islands,4
The Great Gatsby,12,Tokelau,20
Pride and Prejudice,8,Guernsey,18
Tennis Racket,10,Palau,2
macOS Ventura,12,Cayman Islands,12
feminine products,10,Congo,18
Crime and Punishment,6,Malaysia,9
Notebooks,1,Tunisia,1
Pet Brush,8,Guyana,8
Lipstick,5,Zambia,5
Golf Balls,1,Guyana,16
Longines Master Collection,1,Ukraine,13
advil,1,Chile,5
Golf Bag,6,Haiti,8
Cartier Tank,4,Burundi,20
Avatar,6,Bouvet Island (Bouvetoya),4
Staples,4,Germany,1
Spider-Man (PS4),9,Mongolia,18
vanilla candle,11,Vanuatu,12
Overwatch 2,3,Moldova,8
feminine products,2,Sri Lanka,16
 mermaid sculpture,10,Mauritania,3
piano,1,Costa Rica,3
blackberry seeds,12,Ethiopia,2
oven,9,Zambia,13
shovel,4,Central African Republic,5
tomato seeds,9,El Salvador,14
refrigerator,1,Poland,7
Body Lotion,2,French Guiana,16
Rolex Submariner,8,Swaziland,19
The Dark Knight,12,Libyan Arab Jamahiriya,17
Eraser,5,Togo,11
red fuzzy blanket,4,Guyana,15
toaster,11,Iceland,3
dishwasher,8,Lebanon,6
flute,5,Saint Vincent and the Grenadines,4
Litter Box,8,Bahrain,2
Mad Max: Fury Road,7,Jamaica,19
Android,9,France,18
The Hobbit,12,Western Sahara,5
big ben,5,Georgia,6
Pencils,2,Afghanistan,19
microwave,11,Nigeria,13
Mission: Impossible � Fallout,11,Ghana,5
blue plush throw pillow,9,Zambia,15
feminine products,12,Hong Kong,8
Bug Spray,9,Cameroon,2
microwave,4,Croatia,17
shovel,12,French Polynesia,3
Pet Shampoo,9,Saudi Arabia,17
toe fungus cream,10,Bermuda,15
Whiteboard Markers,8,Uzbekistan,11
Eyeshadow,6,Samoa,4
floral painting,7,Georgia,15
macOS Ventura,1,Gambia,20
Face Mask,10,Cyprus,19
Serum,9,Armenia,11
dishwasher,12,Gibraltar,10
Soccer Ball,4,Pitcairn Islands,3
1984,8,Kazakhstan,15
macOS Ventura,3,Australia,10
big ben,10,Venezuela,7
The Hobbit,6,Azerbaijan,3
Notebooks,3,Finland,15
guitar,11,Nepal,18
citrus candle,3,Palestinian Territory,2
romantic poetry,12,Poland,19
Highlighters,12,Maldives,17
oven,6,Anguilla,20
white fuzzy blanket,4,Honduras,8
scenic painting,6,Bermuda,14
Face Mask,7,Azerbaijan,2
dishwasher,11,Japan,15
toe fungus cream,12,Moldova,18
Golf Glove,4,Dominican Republic,2
Rangefinder,7,Costa Rica,9
Shrek,4,Turkmenistan,15
Paper Clips,1,Burundi,2
guitar,4,Eritrea,7
Baseball Bat,9,Saint Vincent and the Grenadines,4
magnesium,8,Malaysia,15
Dental Chews,10,Malawi,12
Golf Clubs,10,Jamaica,9
red plush throw pillow,3,British Indian Ocean Territory (Chagos Archipelago),10
piano,6,Ecuador,12
Adobe Photoshop,7,Saint Martin,9
1984,3,Canada,16
guitar,7,Burundi,18
Map and Compass,9,Bermuda,1
Water Bottle,7,Saint Lucia,18
Lantern,5,Faroe Islands,18
strawberry seeds,1,Cook Islands,17
Blush,7,Palau,14
Paper,7,Bangladesh,9
blue fuzzy blanket,3,Burkina Faso,9
blackberry seeds,6,Cook Islands,18
Pet Brush,5,Djibouti,12
vanilla candle,4,Grenada,12
drums,8,Tunisia,18
Mad Max: Fury Road,4,Mongolia,19
Breitling Navitimer,10,Poland,2
big ben,8,Samoa,6
demons,9,Brazil,20
Cartier Tank,12,United Kingdom,13
Battlefield 2042,4,Saint Pierre and Miquelon,5
Ubuntu,3,Japan,17
The Matrix,3,Vanuatu,1
Volleyball,3,Macao,16
sad poetry,8,Sri Lanka,6
guitar,7,United States of America,12
refrigerator,11,Paraguay,7
Water Bottle,10,Papua New Guinea,10
Staples,3,Afghanistan,19
Red Dead Redemption 2,7,Suriname,10
flute,5,Cocos (Keeling) Islands,2
Golf Clubs,1,Palestinian Territory,7
Fedora,6,Burundi,5
shovel,2,Guam,13
Eyeshadow,5,Sri Lanka,12
guitar,11,Kazakhstan,10
piano,2,Faroe Islands,20
Counter-Strike: Global Offensive,5,Macao,19
Battlefield 2042,6,Togo,7
Avengers: Endgame,12,Tunisia,1
piano,9,El Salvador,19
blue plush throw pillow,2,Antigua and Barbuda,11
The Lord of the Rings,2,Japan,3
The Lord of the Rings,7,Djibouti,14
white plush throw pillow,4,Uzbekistan,6
Patek Philippe Nautilus,3,Italy,18
Makeup Remover,3,Uzbekistan,20
microwave,5,Pitcairn Islands,3
Tissot Le Locle,5,Canada,20
Sunscreen,4,Liberia,5
Call of Duty: Modern Warfare II,11,Philippines,16
red fuzzy blanket,7,United States Minor Outlying Islands,13
Whiteboard Markers,1,Germany,10
Android,4,Nicaragua,18
Golf Glove,4,Sierra Leone,6
into the ocean,9,Estonia,17
Baseball Glove,3,Samoa,14
Android,2,Marshall Islands,17
The other woman,8,Palau,15
To Kill a Mockingbird,9,Lebanon,12
Spider-Man (PS4),2,Egypt,7
iOS,5,Jersey,17
blackberry seeds,10,Slovenia,13
tomato seeds,6,Panama,1
planter pots,8,Honduras,18
scenic painting,7,British Virgin Islands,1
Pet Crate,12,Bosnia and Herzegovina,9
Eyeshadow,9,Tanzania,19
Soccer Ball,4,Malawi,7
Fire Starter,5,Thailand,2
oven,3,Reunion,6
Golf Balls,1,Djibouti,17
Portable Charger,12,Togo,5
Ubuntu,7,Uzbekistan,16
Sleeping Pad,10,Timor-Leste,7
oven,6,Latvia,7
Pet Nail Clippers,4,Tajikistan,4
Lipstick,7,Mongolia,16
The Lord of the Rings: The Fellowship of the Ring,12,Kiribati,16
Camping Tent,12,Sierra Leone,10
Collar,10,South Africa,19
iOS,3,Nauru,6
refrigerator,7,Germany,4
Mad Max: Fury Road,9,Costa Rica,9
strawberry seeds,10,Azerbaijan,34
Serum,6,Congo,13
Pencils,5,American Samoa,20
Shampoo,1,Jordan,14
red plush throw pillow,2,Bermuda,10
modern sculpture,11,Gibraltar,2
cello,9,Azerbaijan,11
Baseball Glove,6,Ghana,6
refrigerator,8,Saint Pierre and Miquelon,7
Jurassic Park,7,Maldives,20
Pet Shampoo,11,Uganda,20
Toner,6,Western Sahara,13
Whiteboard,3,Zimbabwe,12
into the ocean,8,Kazakhstan,18
toe fungus cream,10,Ethiopia,3
The Hobbit,8,Antigua and Barbuda,19
Golf Balls,1,Tanzania,9
Scratching Post,10,Chad,14
iOS,12,Honduras,4
Stapler,4,Chile,12
Hair Conditioner,11,American Samoa,13
Adobe Photoshop,8,Canada,7
blackberry seeds,3,Comoros,4
Binders,11,Turks and Caicos Islands,1
romantic poetry,4,Papua New Guinea,15
oven,8,Tajikistan,15
Fedora,11,Italy,2
Jurassic Park,1,Argentina,2
The Catcher in the Rye,12,Niger,2
The Catcher in the Rye,9,Uganda,13
Shampoo,1,Finland,18
guitar,8,Palau,13
clean slate,10,Jamaica,9
Pet Food,8,Paraguay,9
fish oil,7,Saint Barthelemy,20
refrigerator,1,Grenada,14
red plush throw pillow,8,Dominican Republic,9
flute,4,Ukraine,20
Golf Clubs,11,United States of America,17
Android,12,Ghana,2
Windows 11,3,Jamaica,6
Pride and Prejudice,5,Japan,3
modern sculpture,5,Cayman Islands,12
Baseball Glove,2,Paraguay,18
flute,4,Djibouti,20
intense poetry,4,Faroe Islands,17
refrigerator,9,Belize,18
Binders,9,Singapore,9
Outdoor Clothing,5,Netherlands Antilles,5
Battlefield 2042,7,Ecuador,10
Save Willy,12,Bouvet Island (Bouvetoya),2
oven,1,Thailand,6
Avatar,6,Northern Mariana Islands,10
Counter-Strike: Global Offensive,2,Chad,14
into the ocean,3,Yemen,11
Pencils,8,Turkmenistan,18
Inception,7,Nauru,13
Mad Max: Fury Road,2,Colombia,15
blue plush throw pillow,3,Equatorial Guinea,8
The other woman,3,Iran,16
Volleyball,5,Latvia,5
flute,11,Zimbabwe,14
IWC Pilot�s Watch,9,Latvia,3
Tennis Racket,6,Switzerland,8
into the ocean,8,Burkina Faso,19
blue fuzzy blanket,10,Niger,4
feminine products,2,Cambodia,12
Fishing Rod,7,United Kingdom,8
Shrek,6,Congo,3
microwave,12,Bulgaria,14
refrigerator,11,Guinea-Bissau,4
into the ocean,9,Madagascar,17
Rangefinder,4,Cuba,1
red fuzzy blanket,1,Denmark,15
macOS Ventura,12,Andorra,9
soil,10,Bulgaria,1
Notebooks,3,Lithuania,18
 mermaid sculpture,3,Brunei Darussalam,20
Tennis Racket,1,Bermuda,10
Jaeger-LeCoultre Reverso,9,Jamaica,16
big ben,3,Lao People's Democratic Republic,18
Guardians of the Galaxy,8,Belarus,16
Adobe Photoshop,3,Suriname,16
Spider-Man (PS4),7,Egypt,13
Pride and Prejudice,8,Italy,19
scenic painting,3,Vanuatu,12
Golf Glove,6,Equatorial Guinea,7
Ubuntu,9,Lebanon,19
Cooler,3,Hong Kong,8
vanilla candle,10,San Marino,17
Spider-Man (PS4),2,Cuba,13
macOS Ventura,3,Panama,19
Shrek,7,Australia,3
Pet Cleaning Wipes,6,Cuba,19
guitar,3,Martinique,6
dishwasher,5,Tonga,10
piano,2,Kazakhstan,14
The Hobbit,7,Kazakhstan,20
IWC Pilot�s Watch,7,Mexico,9
Portable Water Filter,4,Kuwait,11
advil,12,Switzerland,11
Mission: Impossible � Fallout,5,Wallis and Futuna,18
Rolex Submariner,12,Qatar,13
Crime and Punishment,4,Burundi,3
Inception,7,Switzerland,13
Grooming Brush,1,Iceland,20
flute,10,Iceland,13
Pet Carrier,3,Estonia,11
Makeup Remover,5,Marshall Islands,4
IWC Pilot�s Watch,11,Tajikistan,2
Pens,2,Sudan,5
Cleanser,9,Andorra,14
romantic poetry,12,Djibouti,6
Golf Glove,10,Cote d'Ivoire,12
Golf Clubs,1,El Salvador,19
big ben,12,Palestinian Territory,5
Call of Duty: Modern Warfare II,1,Ghana,15
cello,8,Swaziland,20
Adobe Photoshop,5,Iceland,4
Breitling Navitimer,10,Turkmenistan,4
Cartier Tank,7,Tuvalu,13
Mad Max: Fury Road,9,Kuwait,10
sad poetry,3,Bosnia and Herzegovina,1
Sleeping Bag,1,Bouvet Island (Bouvetoya),6
guitar,4,Grenada,1
Golf Bag,1,Venezuela,14
Flashlight,3,Slovakia (Slovak Republic),11
blue plush throw pillow,11,Venezuela,20
piano,5,Grenada,1
Call of Duty: Modern Warfare II,3,Georgia,2
motrin,3,Seychelles,34
Rangefinder,4,Rwanda,3
Food Bowl,9,France,10
refrigerator,5,Hungary,18
Avatar,5,British Indian Ocean Territory (Chagos Archipelago),15
Golf Bag,10,Ireland,10
Inception,1,Benin,6
The Great Gatsby,12,Guatemala,5
Red Dead Redemption 2,2,Bahrain,15
The Matrix,7,Taiwan,3
refrigerator,3,Saudi Arabia,9
DOOM Eternal,5,Bhutan,13
Battlefield 2042,9,American Samoa,20
Golf Glove,9,Cote d'Ivoire,8
animal painting,4,Ethiopia,7
toe fungus cream,11,Iran,5
Moby-Dick,12,Samoa,4
Audemars Piguet Royal Oak,9,Albania,1
Avengers: Endgame,4,Tunisia,17
clean slate,7,Hong Kong,19
animal painting,6,Panama,16
Sunscreen,2,Israel,6
Eraser,7,Yemen,12
Assassin's Creed Valhalla,7,Tokelau,15
Baseball Bat,7,Tajikistan,14
Blade Runner 2049,10,Netherlands Antilles,13
drums,5,Isle of Man,19
Omega Seamaster,3,Martinique,18
Android,7,South Georgia and the South Sandwich Islands,13
motrin,12,Malawi,17
The Catcher in the Rye,9,Guinea,1
